ID	Gene	GDM category	HGNC_ID	NCBI_ID	MIMNumber		
10476	DEF8	blue	HGNC:25969	54849			
11468	DEFA1	blue	HGNC:2761	1667	125220		
14189	DEFA1B	blue	HGNC:33596	728358			
11474	DEFA3	blue	HGNC:2762	1668	604522		
11476	DEFA4	blue	HGNC:2763	1669	601157		
11480	DEFA5	blue	HGNC:2764	1670	600472		
11482	DEFA6	blue	HGNC:2765	1671	600471		
11485	DEFB1	blue	HGNC:2766	1672	602056		
4123	DEFB103A	blue	HGNC:15967	414325			
9517	DEFB103B	blue	HGNC:31702	55894	606611		
5382	DEFB104A	blue	HGNC:18115	140596			
10640	DEFB104B	blue	HGNC:26165	503618			
5360	DEFB105A	blue	HGNC:18087	245908			
12968	DEFB105B	blue	HGNC:29930	504180			
5361	DEFB106A	blue	HGNC:18088	245909			
9340	DEFB106B	blue	HGNC:28879	503841			
5359	DEFB107A	blue	HGNC:18086	245910			
13744	DEFB107B	blue	HGNC:31918	503614			
12995	DEFB108B	blue	HGNC:29966	245911			
5363	DEFB110	blue	HGNC:18091	245913			
5364	DEFB112	blue	HGNC:18093	245915			
5365	DEFB113	blue	HGNC:18094	245927			
5366	DEFB114	blue	HGNC:18095	245928	615243		
5367	DEFB115	blue	HGNC:18096	245929			
5368	DEFB116	blue	HGNC:18097	245930			
4312	DEFB118	blue	HGNC:16196	117285	607650		
5369	DEFB119	blue	HGNC:18099	245932	615997		
5371	DEFB121	blue	HGNC:18101	245934	616075		
5372	DEFB123	blue	HGNC:18103	245936	616076		
5373	DEFB124	blue	HGNC:18104	245937			
5374	DEFB125	blue	HGNC:18105	245938			
4062	DEFB126	blue	HGNC:15900	81623			
4321	DEFB127	blue	HGNC:16206	140850			
5375	DEFB128	blue	HGNC:18106	245939			
4331	DEFB129	blue	HGNC:16218	140881			
5376	DEFB130A	blue	HGNC:18107	245940			
15021	DEFB130B	blue	HGNC:39814	100133267			
5377	DEFB131A	blue	HGNC:18108	644414			
14946	DEFB131B	blue	HGNC:38058	100129216			
14297	DEFB132	blue	HGNC:33806	400830			
9446	DEFB133	blue	HGNC:31331	403339			
13892	DEFB134	blue	HGNC:32399	613211			
13895	DEFB135	blue	HGNC:32400	613209			
14484	DEFB136	blue	HGNC:34433	613210			
11486	DEFB4A	blue	HGNC:2767	1673	602215		
13138	DEFB4B	blue	HGNC:30193	100289462			
2395	DEGS1	blue	HGNC:13709	8560	615843		
6656	DEGS2	blue	HGNC:20113	123099	610862		
11488	DEK	blue	HGNC:2768	7913	125264		
12225	DELE1	blue	HGNC:28969	9812	615741		
12553	DENND1A	blue	HGNC:29324	57706	613633		
11829	DENND1B	blue	HGNC:28404	163486	613292		
9283	DENND1C	blue	HGNC:26225	79958	613634		
7845	DENND2A	blue	HGNC:22212	27147			
8085	DENND2C	blue	HGNC:24748	163259			
10664	DENND2D	blue	HGNC:26192	79961	615111		
12378	DENND3	blue	HGNC:29134	22898			
8962	DENND4A	blue	HGNC:24321	10260	600382		
12303	DENND4B	blue	HGNC:29044	9909			
10573	DENND4C	blue	HGNC:26079	55667			
6267	DENND5A	red	HGNC:19344	23258			
11779	DENND5B	blue	HGNC:28338	160518			
10952	DENND6A	blue	HGNC:26635	201627			
13975	DENND6B	blue	HGNC:32690	414918			
11490	DENR	grey-red	HGNC:2769	8562	604550		
7963	DEPDC1	blue	HGNC:22949	55635	612002		
9596	DEPDC1B	blue	HGNC:24902	55789	616073		
7967	DEPDC4	blue	HGNC:22952	120863			
5621	DEPDC5	red	HGNC:18423	9681	614191		
12946	DEPDC7	blue	HGNC:29899	91614	612294		
8343	DEPP1	blue	HGNC:23355	11067	611309		
7968	DEPTOR	blue	HGNC:22953	64798	612974		
8912	DERA	blue	HGNC:24269	51071			
11871	DERL1	blue	HGNC:28454	79139	608813		
5242	DERL2	blue	HGNC:17943	51009	610304		
2700	DERL3	blue	HGNC:14236	91319	610305		
11493	DES	red	HGNC:2770	1674	125660		
9121	DESI1	blue	HGNC:24577	27351	614637		
8909	DESI2	blue	HGNC:24264	51029	614638		
10050	DET1	blue	HGNC:25477	55070	608727		
10734	DEUP1	blue	HGNC:26344	159989	617148		
2139	DEXI	blue	HGNC:13267	28955			
11498	DFFA	blue	HGNC:2772	1676	601882		
11501	DFFB	blue	HGNC:2773	1677	601883		
11848	DGAT1	red	HGNC:2843	8694	604900		
3564	DGAT2	grey-blue	HGNC:16940	84649	606983		
8289	DGAT2L6	blue	HGNC:23250	347516	300926		
11867	DGCR2	blue	HGNC:2845	9993	600594		
11876	DGCR6	blue	HGNC:2846	8214	601279		
5704	DGCR6L	blue	HGNC:18551	85359	609459		
11886	DGCR8	blue	HGNC:2847	54487	609030		
11901	DGKA	blue	HGNC:2849	1606	125855		
11912	DGKB	blue	HGNC:2850	1607	604070		
11922	DGKD	blue	HGNC:2851	8527	601826		
11932	DGKE	red	HGNC:2852	8526	601440		
11941	DGKG	blue	HGNC:2853	1608	601854		
11952	DGKH	blue	HGNC:2854	160851	604071		
11956	DGKI	blue	HGNC:2855	9162	604072		
13891	DGKK	blue	HGNC:32395	139189	300837		
11964	DGKQ	blue	HGNC:2856	1609	601207		
11973	DGKZ	blue	HGNC:2857	8525	601441		
6938	DGLUCY	blue	HGNC:20498	80017			
11981	DGUOK	red	HGNC:2858	1716	601465		
11988	DHCR24	red	HGNC:2859	1718	606418		
11997	DHCR7	red	HGNC:2860	1717	602858		
6994	DHDDS	red	HGNC:20603	79947	608172		
5196	DHDH	blue	HGNC:17887	27294	606377		
12004	DHFR	red	HGNC:2861	1719	126060		
11375	DHFR2	blue	HGNC:27309	200895	616588		
12034	DHH	red	HGNC:2865	50846	605423		
12049	DHODH	red	HGNC:2867	1723	126064		
12067	DHPS	blue	HGNC:2869	1725	600944		
4472	DHRS1	blue	HGNC:16445	115817	610410		
12026	DHRS11	blue	HGNC:28639	79154	616159		
10362	DHRS12	blue	HGNC:25832	79758	616163		
11770	DHRS13	blue	HGNC:28326	147015	616157		
5568	DHRS2	blue	HGNC:18349	10202	615194		
5051	DHRS3	blue	HGNC:17693	9249	612830		
3608	DHRS4	blue	HGNC:16985	10901	611596		
6436	DHRS4L2	blue	HGNC:19731	317749	615196		
7567	DHRS7	blue	HGNC:21524	51635	612833		
9097	DHRS7B	blue	HGNC:24547	25979	616160		
13908	DHRS7C	blue	HGNC:32423	201140	616161		
4776	DHRS9	blue	HGNC:16888	10170	612131		
5602	DHRSX	blue	HGNC:18399	207063			
8483	DHTKD1	red	HGNC:23537	55526	614984		
11407	DHX15	blue	HGNC:2738	1665	603403		
11410	DHX16	blue	HGNC:2739	8449	603405		
3991	DHX29	blue	HGNC:15815	54505	612720		
4634	DHX30	red	HGNC:16716	22907	616423		
4635	DHX32	blue	HGNC:16717	55760	607960		
4636	DHX33	blue	HGNC:16718	56919	614405		
4637	DHX34	blue	HGNC:16719	9704	615475		
4026	DHX35	blue	HGNC:15861	60625			
2834	DHX36	blue	HGNC:14410	170506	612767		
3808	DHX37	blue	HGNC:17210	57647			
3809	DHX38	blue	HGNC:17211	9785	605584		
5300	DHX40	blue	HGNC:18018	79665	607570		
6641	DHX57	blue	HGNC:20086	90957			
12706	DHX58	blue	HGNC:29517	79132	608588		
11442	DHX8	blue	HGNC:2749	1659	600396		
11443	DHX9	blue	HGNC:2750	1660	603115		
7569	DIABLO	blue	HGNC:21528	56616	605219		
12127	DIAPH1	red	HGNC:2876	1729	602121		
12135	DIAPH2	blue	HGNC:2877	1730	300108		
3477	DIAPH3	blue	HGNC:15480	81624	614567		
3717	DICER1	red	HGNC:17098	23405	606241		
11075	DIDO1	blue	HGNC:2680	11083	604140		
13154	DIMT1	blue	HGNC:30217	27292	612499		
12172	DIO1	blue	HGNC:2883	1733	147892		
9310	DIO2	blue	HGNC:2884	1734	601413		
9318	DIO3	blue	HGNC:2885	1735	601038		
3811	DIP2A	blue	HGNC:17217	23181	607711		
12517	DIP2B	blue	HGNC:29284	57609	611379		
12392	DIP2C	blue	HGNC:29150	22982	611380		
6115	DIRAS1	blue	HGNC:19127	148252	607862		
6255	DIRAS2	blue	HGNC:19323	54769	607863		
17084	DIRAS3	blue	HGNC:687	9077	605193		
3952	DIRC1	blue	HGNC:15760	116093	606423		
4556	DIRC2	blue	HGNC:16628	84925	602773		
6995	DIS3	blue	HGNC:20604	22894	607533		
12074	DIS3L	blue	HGNC:28698	115752	614183		
12033	DIS3L2	red	HGNC:28648	129563	614184		
9341	DISC1	blue	HGNC:2888	27185	605210		
6426	DISP1	grey-blue	HGNC:19711	84976	607502		
6427	DISP2	blue	HGNC:19712	85455	607503		
12487	DISP3	blue	HGNC:29251	57540	611251		
8573	DIXDC1	blue	HGNC:23695	85458	610493		
9352	DKC1	red	HGNC:2890	1736	300126		
12178	DKK1	blue	HGNC:2891	22943	605189		
12187	DKK2	blue	HGNC:2892	27123	605415		
12195	DKK3	blue	HGNC:2893	27122	605416		
12198	DKK4	blue	HGNC:2894	27121	605417		
4539	DKKL1	blue	HGNC:16528	27120	605418		
12216	DLAT	red	HGNC:2896	1737	608770		
12226	DLC1	blue	HGNC:2897	10395	604258		
12236	DLD	red	HGNC:2898	1738	238331		
12247	DLEC1	blue	HGNC:2899	9940	604050		
4982	DLEU7	blue	HGNC:17567	220107			
12260	DLG1	blue	HGNC:2900	1739	601014		
12271	DLG2	grey-blue	HGNC:2901	1740	603583		
12279	DLG3	red	HGNC:2902	1741	300189		
12290	DLG4	grey-red	HGNC:2903	1742	602887		
12299	DLG5	blue	HGNC:2904	9231	604090		
12306	DLGAP1	blue	HGNC:2905	9229	605445		
12310	DLGAP2	blue	HGNC:2906	9228	605438		
13267	DLGAP3	blue	HGNC:30368	58512	611413		
9046	DLGAP4	blue	HGNC:24476	22839	616191		
4755	DLGAP5	blue	HGNC:16864	9787			
12320	DLK1	grey-red	HGNC:2907	8788	176290		
7343	DLK2	blue	HGNC:21113	65989			
12328	DLL1	blue	HGNC:2908	28514	606582		
12336	DLL3	red	HGNC:2909	10683	602768		
12348	DLL4	red	HGNC:2910	54567	605185		
12358	DLST	blue	HGNC:2911	1743	126063		
12382	DLX1	blue	HGNC:2914	1745	600029		
12391	DLX2	blue	HGNC:2915	1746	126255		
12401	DLX3	red	HGNC:2916	1747	600525		
12412	DLX4	grey-blue	HGNC:2917	1748	601911		
12423	DLX5	red	HGNC:2918	1749	600028		
12433	DLX6	blue	HGNC:2919	1750	600030		
13388	DMAC1	blue	HGNC:30536	90871			
10068	DMAC2	blue	HGNC:25496	55101			
5523	DMAP1	blue	HGNC:18291	55929	605077		
12494	DMBT1	blue	HGNC:2926	1755	601969		
6042	DMBX1	blue	HGNC:19026	127343	607410		
12504	DMC1	blue	HGNC:2927	11144	602721		
12513	DMD	red	HGNC:2928	1756	300377		
9045	DMGDH	grey-blue	HGNC:24475	29958	605849		
9713	DMKN	blue	HGNC:25063	93099			
12548	DMP1	red	HGNC:2932	1758	600980		
12559	DMPK	red	HGNC:2933	1760	605377		
12566	DMRT1	grey-blue	HGNC:2934	1761	602424		
12573	DMRT2	blue	HGNC:2935	10655	604935		
2509	DMRT3	blue	HGNC:13909	58524	614754		
2466	DMRTA1	blue	HGNC:13826	63951	614803		
2508	DMRTA2	blue	HGNC:13908	63950	614804		
2513	DMRTB1	blue	HGNC:13913	63948	614805		
2511	DMRTC1	blue	HGNC:13910	63947	300878		
9509	DMRTC1B	blue	HGNC:31686	728656			
2512	DMRTC2	blue	HGNC:13911	63946	614806		
2968	DMTF1	red	HGNC:14603	9988	608491		
14304	DMTN	blue	HGNC:3382	2039	125305		
12580	DMWD	blue	HGNC:2936	1762	609857		
12591	DMXL1	blue	HGNC:2937	1657	605671		
12600	DMXL2	grey-blue	HGNC:2938	23312	612186		
12610	DNA2	red	HGNC:2939	1763	601810		
13389	DNAAF1	red	HGNC:30539	123872	613190		
6703	DNAAF2	red	HGNC:20188	55172	612517		
13356	DNAAF3	red	HGNC:30492	352909	614566		
7555	DNAAF4	red	HGNC:21493	161582	608706		
10513	DNAAF5	red	HGNC:26013	54919	614864		
12618	DNAH1	red	HGNC:2940	25981	603332		
12626	DNAH10	blue	HGNC:2941	196385	605884		
14775	DNAH10OS	blue	HGNC:37121	642797			
12636	DNAH11	red	HGNC:2942	8701	603339		
12644	DNAH12	blue	HGNC:2943	201625	603340		
12657	DNAH14	blue	HGNC:2945	127602	603341		
12664	DNAH17	blue	HGNC:2946	8632	610063		
12681	DNAH2	blue	HGNC:2948	146754	603333		
12688	DNAH3	blue	HGNC:2949	55567	603334		
12690	DNAH5	red	HGNC:2950	1767	603335		
12700	DNAH6	blue	HGNC:2951	1768	603336		
5794	DNAH7	blue	HGNC:18661	56171	610061		
12707	DNAH8	blue	HGNC:2952	1769	603337		
12718	DNAH9	blue	HGNC:2953	1770	603330		
12727	DNAI1	red	HGNC:2954	27019	604366		
5849	DNAI2	red	HGNC:18744	64446	605483		
16156	DNAJA1	blue	HGNC:5229	3301	602837		
3147	DNAJA2	blue	HGNC:14884	10294	611322		
1581	DNAJA3	blue	HGNC:11808	9093	608382		
3148	DNAJA4	blue	HGNC:14885	55466			
16190	DNAJB1	blue	HGNC:5270	3337	604572		
3152	DNAJB11	red	HGNC:14889	51726	611341		
3154	DNAJB12	blue	HGNC:14891	54788	608376		
13523	DNAJB13	grey-red	HGNC:30718	374407	610263		
10400	DNAJB14	blue	HGNC:25881	79982			
16153	DNAJB2	red	HGNC:5228	3300	604139		
3149	DNAJB4	blue	HGNC:14886	11080	611327		
3150	DNAJB5	blue	HGNC:14887	25822	611328		
3151	DNAJB6	red	HGNC:14888	10049	611332		
9656	DNAJB7	blue	HGNC:24986	150353	611336		
8577	DNAJB8	blue	HGNC:23699	165721	611337		
17168	DNAJB9	blue	HGNC:6968	4189	602634		
6644	DNAJC1	blue	HGNC:20090	64215	611207		
8000	DNAJC10	blue	HGNC:24637	54431	607987		
10146	DNAJC11	blue	HGNC:25570	55735	614827		
9359	DNAJC12	red	HGNC:28908	56521	606060		
13252	DNAJC13	blue	HGNC:30343	23317	614334		
9126	DNAJC14	blue	HGNC:24581	85406	606092		
6809	DNAJC15	blue	HGNC:20325	29103	615339		
12398	DNAJC16	blue	HGNC:29157	23341			
10130	DNAJC17	grey-blue	HGNC:25556	55192	616844		
11847	DNAJC18	blue	HGNC:28429	202052			
13381	DNAJC19	red	HGNC:30528	131118	608977		
2092	DNAJC2	blue	HGNC:13192	27000	605502		
11265	DNAJC21	red	HGNC:27030	134218	617048		
10339	DNAJC22	blue	HGNC:25802	79962			
11219	DNAJC24	blue	HGNC:26979	120526	611072		
14405	DNAJC25	blue	HGNC:34187	548645			
13214	DNAJC27	blue	HGNC:30290	51277	613527		
1933	DNAJC28	blue	HGNC:1297	54943			
18727	DNAJC3	grey-red	HGNC:9439	5611	601184		
4456	DNAJC30	blue	HGNC:16410	84277			
16191	DNAJC4	blue	HGNC:5271	3338	604189		
4346	DNAJC5	red	HGNC:16235	80331	611203		
8813	DNAJC5B	blue	HGNC:24138	85479	613945		
9224	DNAJC5G	blue	HGNC:24844	285126	613946		
3466	DNAJC6	red	HGNC:15469	9829	608375		
1830	DNAJC7	blue	HGNC:12392	7266	601964		
3467	DNAJC8	blue	HGNC:15470	22826			
6112	DNAJC9	blue	HGNC:19123	23234	611206		
8285	DNAL1	red	HGNC:23247	83544	610062		
12734	DNAL4	grey-blue	HGNC:2955	10126	610565		
2797	DNALI1	blue	HGNC:14353	7802	602135		
12743	DNASE1	blue	HGNC:2956	1773	125505		
12754	DNASE1L1	blue	HGNC:2957	1774	300081		
12765	DNASE1L2	blue	HGNC:2958	1775	602622		
12773	DNASE1L3	red	HGNC:2959	1776	602244		
12784	DNASE2	blue	HGNC:2960	1777	126350		
9339	DNASE2B	blue	HGNC:28875	58511	608057		
8647	DND1	blue	HGNC:23799	373863	609385		
9028	DNER	blue	HGNC:24456	92737	607299		
10882	DNHD1	blue	HGNC:26532	144132			
14344	DNLZ	blue	HGNC:33879	728489			
12855	DNM1	red	HGNC:2972	1759	602377		
12856	DNM1L	red	HGNC:2973	10059	603850		
12857	DNM2	red	HGNC:2974	1785	602378		
12372	DNM3	blue	HGNC:29125	26052	611445		
13272	DNMBP	blue	HGNC:30373	23268	611282		
12858	DNMT1	red	HGNC:2976	1786	126375		
12860	DNMT3A	red	HGNC:2978	1788	602769		
12865	DNMT3B	red	HGNC:2979	1789	602900		
12870	DNMT3L	blue	HGNC:2980	29947	606588		
12879	DNPEP	blue	HGNC:2981	23549	611367		
7408	DNPH1	blue	HGNC:21218	10591			
12897	DNTT	blue	HGNC:2983	1791	187410		
4285	DNTTIP1	blue	HGNC:16160	116092	611388		
8718	DNTTIP2	blue	HGNC:24013	30836	611199		
12910	DOC2A	blue	HGNC:2985	8448	604567		
12919	DOC2B	blue	HGNC:2986	8447	604568		
12927	DOCK1	blue	HGNC:2987	1793	601403		
8430	DOCK10	blue	HGNC:23479	55619	611518		
8434	DOCK11	blue	HGNC:23483	139818	300681		
12935	DOCK2	red	HGNC:2988	1794	603122		
12942	DOCK3	red	HGNC:2989	1795	603123		
6168	DOCK4	blue	HGNC:19192	9732	607679		
8429	DOCK5	blue	HGNC:23476	80005	616904		
6164	DOCK6	red	HGNC:19189	57572	614194		
6166	DOCK7	red	HGNC:19190	85440	615730		
6167	DOCK8	red	HGNC:19191	81704	611432		
2650	DOCK9	blue	HGNC:14132	23348	607325		
12044	DOHH	blue	HGNC:28662	83475	611262		
12947	DOK1	blue	HGNC:2990	1796	602919		
12951	DOK2	blue	HGNC:2991	9046	604997		
9128	DOK3	blue	HGNC:24583	79930	611435		
6511	DOK4	blue	HGNC:19868	55715	608333		
4297	DOK5	blue	HGNC:16173	55816	608334		
11749	DOK6	blue	HGNC:28301	220164	611402		
10927	DOK7	red	HGNC:26594	285489	610285		
8382	DOLK	red	HGNC:23406	22845	610746		
12749	DOLPP1	blue	HGNC:29565	57171	614516		
12967	DONSON	red	HGNC:2993	29980	611428		
7388	DOPEY1	blue	HGNC:21194	23033	616823		
825	DOPEY2	blue	HGNC:1291	9980	604803		
9629	DOT1L	blue	HGNC:24948	84444	607375		
12984	DPAGT1	red	HGNC:2995	1798	191350		
9093	DPCD	blue	HGNC:24542	25911	616467		
13027	DPEP1	blue	HGNC:3002	1800	179780		
8125	DPEP2	blue	HGNC:23028	64174	609925		
8126	DPEP3	blue	HGNC:23029	64180	609926		
6729	DPF1	blue	HGNC:20225	8193	601670		
19136	DPF2	red	HGNC:9964	5977	601671		
4920	DPF3	blue	HGNC:17427	8110	601672		
13036	DPH1	red	HGNC:3003	1801	603527		
13045	DPH2	blue	HGNC:3004	1802	603456		
11497	DPH3	blue	HGNC:27717	285381	608959		
8913	DPH5	blue	HGNC:24270	51611	611075		
13394	DPH6	blue	HGNC:30543	89978			
9835	DPH7	blue	HGNC:25199	92715	613210		
13054	DPM1	red	HGNC:3005	8813	603503		
13061	DPM2	grey-red	HGNC:3006	8818	603564		
13064	DPM3	red	HGNC:3007	54344	605951		
7152	DPP10	blue	HGNC:20823	57628	608209		
13074	DPP3	blue	HGNC:3008	10072	606818		
13081	DPP4	blue	HGNC:3009	1803	102720		
13089	DPP6	grey-blue	HGNC:3010	1804	126141		
3155	DPP7	blue	HGNC:14892	29952	610537		
4505	DPP8	blue	HGNC:16490	54878	606819		
5781	DPP9	blue	HGNC:18648	91039	608258		
6173	DPPA2	blue	HGNC:19197	151871	614445		
6174	DPPA3	blue	HGNC:19199	359787	608408		
6175	DPPA4	blue	HGNC:19200	55211	614125		
6176	DPPA5	blue	HGNC:19201	340168	611111		
13818	DPRX	blue	HGNC:32166	503834	611165		
13092	DPT	blue	HGNC:3011	1805	125597		
7838	DPY19L1	blue	HGNC:22205	23333	613892		
6315	DPY19L2	grey-red	HGNC:19414	283417	613893		
11306	DPY19L3	blue	HGNC:27120	147991	613894		
11517	DPY19L4	blue	HGNC:27829	286148	613895		
9135	DPY30	blue	HGNC:24590	84661	612032		
13094	DPYD	red	HGNC:3012	1806	612779		
13098	DPYS	grey-blue	HGNC:3013	1807	613326		
13108	DPYSL2	blue	HGNC:3014	1808	602463		
13114	DPYSL3	blue	HGNC:3015	1809	601168		
13115	DPYSL4	blue	HGNC:3016	10570	608407		
7016	DPYSL5	blue	HGNC:20637	56896	608383		
6872	DQX1	blue	HGNC:20410	165545			
13122	DR1	blue	HGNC:3017	1810	601482		
10216	DRAM1	blue	HGNC:25645	55332	610776		
12134	DRAM2	grey-red	HGNC:28769	128338	613360		
13137	DRAP1	blue	HGNC:3019	10589	602289		
9706	DRAXIN	blue	HGNC:25054	374946	612682		
8890	DRC1	grey-red	HGNC:24245	92749	615288		
9978	DRC3	blue	HGNC:25384	83450			
9911	DRC7	blue	HGNC:25289	84229			
13139	DRD1	blue	HGNC:3020	1812	126449		
13163	DRD2	blue	HGNC:3023	1813	126450		
13172	DRD3	blue	HGNC:3024	1814	126451		
13181	DRD4	blue	HGNC:3025	1815	126452		
13190	DRD5	blue	HGNC:3026	1816	126453		
13213	DRG1	blue	HGNC:3029	4733	603952		
13224	DRG2	blue	HGNC:3030	1819	602986		
7576	DRGX	blue	HGNC:21536	644168	606701		
11571	DRICH1	blue	HGNC:28031	51233			
5212	DROSHA	blue	HGNC:17904	29102	608828		
13240	DRP2	blue	HGNC:3032	1821	300052		
13257	DSC1	blue	HGNC:3035	1823	125643		
13261	DSC2	red	HGNC:3036	1824	125645		
13269	DSC3	grey-blue	HGNC:3037	1825	600271		
13287	DSCAM	blue	HGNC:3039	1826	602523		
3004	DSCAML1	blue	HGNC:14656	57453	611782		
9027	DSCC1	blue	HGNC:24453	79075	613203		
7348	DSE	grey-blue	HGNC:21144	29940	605942		
5409	DSEL	blue	HGNC:18144	92126	611125		
13346	DSG1	red	HGNC:3048	1828	125670		
13353	DSG2	red	HGNC:3049	1829	125671		
13362	DSG3	blue	HGNC:3050	1830	169615		
7461	DSG4	red	HGNC:21307	147409	607892		
4289	DSN1	blue	HGNC:16165	79980	609175		
13373	DSP	red	HGNC:3052	1832	125647		
13390	DSPP	red	HGNC:3054	1834	125485		
552	DST	red	HGNC:1090	667	113810		
3946	DSTN	blue	HGNC:15750	11034	609114		
12302	DSTYK	red	HGNC:29043	25778	612666		
4332	DTD1	blue	HGNC:16219	92675	610996		
6772	DTD2	blue	HGNC:20277	112487			
14858	DTHD1	blue	HGNC:37261	401124	616979		
13211	DTL	blue	HGNC:30288	51514	610617		
13409	DTNA	grey-blue	HGNC:3057	1837	601239		
13418	DTNB	blue	HGNC:3058	1838	602415		
4851	DTNBP1	red	HGNC:17328	84062	607145		
13666	DTWD1	blue	HGNC:30926	56986			
6258	DTWD2	blue	HGNC:19334	285605			
13434	DTX1	blue	HGNC:3060	1840	602582		
4128	DTX2	blue	HGNC:15973	113878	613141		
9029	DTX3	blue	HGNC:24457	196403	613142		
13244	DTX3L	blue	HGNC:30323	151636	613143		
12393	DTX4	blue	HGNC:29151	23220	616110		
13439	DTYMK	blue	HGNC:3061	1841	188345		
13446	DUOX1	grey-red	HGNC:3062	53905	606758		
2140	DUOX2	red	HGNC:13273	50506	606759		
10857	DUOXA1	blue	HGNC:26507	90527	612771		
13979	DUOXA2	red	HGNC:32698	405753	612772		
8433	DUPD1	blue	HGNC:23481	338599			
13079	DUS1L	blue	HGNC:30086	64118			
10514	DUS2	blue	HGNC:26014	54920	609707		
11165	DUS3L	blue	HGNC:26920	56931			
7565	DUS4L	blue	HGNC:21517	11062			
13462	DUSP1	blue	HGNC:3064	1843	600714		
13465	DUSP10	blue	HGNC:3065	11221	608867		
13472	DUSP11	blue	HGNC:3066	8446	603092		
13480	DUSP12	blue	HGNC:3067	11266	604835		
6396	DUSP13	blue	HGNC:19681	51207	613191		
3632	DUSP14	blue	HGNC:17007	11072	606618		
4347	DUSP15	blue	HGNC:16236	128853	616776		
5217	DUSP16	blue	HGNC:17909	80824	607175		
5662	DUSP18	blue	HGNC:18484	150290	611446		
5947	DUSP19	blue	HGNC:18894	142679	611437		
13486	DUSP2	blue	HGNC:3068	1844	603068		
6920	DUSP21	blue	HGNC:20476	63904	300678		
4214	DUSP22	blue	HGNC:16077	56940	616778		
7544	DUSP23	blue	HGNC:21480	54935			
11661	DUSP26	blue	HGNC:28161	78986			
9696	DUSP27	blue	HGNC:25034	92235			
14093	DUSP28	blue	HGNC:33237	285193			
13494	DUSP3	blue	HGNC:3069	1845	600183		
13505	DUSP4	blue	HGNC:3070	1846	602747		
13514	DUSP5	blue	HGNC:3071	1847	603069		
13525	DUSP6	blue	HGNC:3072	1848	602748		
13536	DUSP7	blue	HGNC:3073	1849	602749		
13539	DUSP8	blue	HGNC:3074	1850	602038		
13551	DUSP9	blue	HGNC:3076	1852	300134		
13570	DUT	grey-red	HGNC:3078	1854	601266		
16021	DUX4	grey-red	HGNC:50800	100288687	606009		
13820	DUXA	blue	HGNC:32179	503835	611168		
13611	DVL1	red	HGNC:3084	1855	601365		
13624	DVL2	blue	HGNC:3086	1856	602151		
13630	DVL3	red	HGNC:3087	1857	601368		
12961	DXO	blue	HGNC:2992	1797	605996		
8418	DYDC1	blue	HGNC:23460	143241	615154		
8422	DYDC2	blue	HGNC:23468	84332			
7466	DYM	red	HGNC:21317	54808	607461		
11080	DYNAP	blue	HGNC:26808	284254			
12795	DYNC1H1	red	HGNC:2961	1778	600112		
12810	DYNC1I1	grey-red	HGNC:2963	1780	603772		
12818	DYNC1I2	blue	HGNC:2964	1781	603331		
5850	DYNC1LI1	blue	HGNC:18745	51143	615890		
12834	DYNC1LI2	blue	HGNC:2966	1783	611406		
12803	DYNC2H1	red	HGNC:2962	79659	603297		
9140	DYNC2LI1	red	HGNC:24595	51626	617083		
3473	DYNLL1	blue	HGNC:15476	8655	601562		
9141	DYNLL2	blue	HGNC:24596	140735	608942		
3465	DYNLRB1	blue	HGNC:15468	83658	607167		
3464	DYNLRB2	blue	HGNC:15467	83657	607168		
1487	DYNLT1	blue	HGNC:11697	6993	601554		
1485	DYNLT3	blue	HGNC:11694	6990	300302		
13654	DYRK1A	red	HGNC:3091	1859	600855		
13662	DYRK1B	grey-red	HGNC:3092	9149	604556		
13668	DYRK2	blue	HGNC:3093	8445	603496		
13677	DYRK3	blue	HGNC:3094	8444	603497		
9366	DYRK4	blue	HGNC:3095	8798	609181		
9379	DYSF	grey-red	HGNC:3097	8291	603009		
8298	DYTN	blue	HGNC:23279	391475			
4023	DZANK1	blue	HGNC:15858	55184			
7206	DZIP1	blue	HGNC:20908	22873	608671		
10897	DZIP1L	red	HGNC:26551	199221			
13675	DZIP3	blue	HGNC:30938	9666	608672		
9409	E2F1	blue	HGNC:3113	1869	189971		
9411	E2F2	blue	HGNC:3114	1870	600426		
9412	E2F3	blue	HGNC:3115	1871	600427		
9413	E2F4	blue	HGNC:3118	1874	600659		
9414	E2F5	blue	HGNC:3119	1875	600967		
9415	E2F6	blue	HGNC:3120	1876	602944		
8661	E2F7	blue	HGNC:23820	144455	612046		
8069	E2F8	blue	HGNC:24727	79733	612047		
9416	E4F1	blue	HGNC:3121	1877	603022		
7205	EAF1	blue	HGNC:20907	85403	608315		
8185	EAF2	blue	HGNC:23115	55840	607659		
6245	EAPP	blue	HGNC:19312	55837	609486		
12635	EARS2	red	HGNC:29419	124454	612799		
9418	EBAG9	blue	HGNC:3123	9166	605772		
9426	EBF1	blue	HGNC:3126	1879	164343		
6091	EBF2	blue	HGNC:19090	64641	609934		
6087	EBF3	red	HGNC:19087	253738	607407		
12511	EBF4	blue	HGNC:29278	57593	609935		
9434	EBI3	blue	HGNC:3129	10148	605816		
14996	EBLN1	blue	HGNC:39430	340900	613249		
10066	EBLN2	blue	HGNC:25493	55096	613250		
