RTF1	ENST00000389629
MIB1	ENST00000261537
ZBP1	ENST00000371173
FAM96A	ENST00000300030
DERL3	ENST00000406855
KCNV2	ENST00000382082
RPL17-C18orf32	ENST00000584895
MRPS26	ENST00000380325
OXT	ENST00000217386
LSM14B	ENST00000279068
USP50	ENST00000532404
AVP	ENST00000380293
RABEPK	ENST00000373538
PPAPDC1B	ENST00000424479
SLC35A2	ENST00000247138
KIAA0020	ENST00000397885
IFT88	ENST00000319980
HSPA5	ENST00000324460
MAP3K7CL	ENST00000399947
SNURF	ENST00000551312
PMEPA1	ENST00000341744
MSRA	ENST00000317173
IL17D	ENST00000304920
SNX1	ENST00000261889
SLC2A11	ENST00000398356
TRPM7	ENST00000313478
TAPT1	ENST00000405303
N6AMT2	ENST00000382758
RPL17	ENST00000418495
PIM2	ENST00000376509
PSMA7	ENST00000370873
UBE3A	ENST00000397954
C8orf59	ENST00000417663
BACH1	ENST00000399921
C20orf85	ENST00000371168
RFX3	ENST00000382004
PLTP	ENST00000477313
ITPKA	ENST00000260386
ANKRD60	ENST00000457363
XPO4	ENST00000255305
NKRF	ENST00000542113
UBOX5	ENST00000217173
OTUD5	ENST00000156084
AGO2	ENST00000220592
CYHR1	ENST00000438911
CITED1	ENST00000453707
MIF	ENST00000215754
GATA6	ENST00000269216
FASTKD5	ENST00000380266
PPP4R1L	ENST00000493688
LTK	ENST00000263800
GSTT2B	ENST00000290765
CTAGE1	ENST00000391403
GLIS3	ENST00000381971
LATS2	ENST00000382592
DDTL	ENST00000215770
PRSS55	ENST00000328655
DDRGK1	ENST00000354488
DDT	ENST00000398344
SS18L1	ENST00000331758
SAP18	ENST00000382533
GC	ENST00000504199
RP1L1	ENST00000382483
GSTT2	ENST00000215780
C8orf74	ENST00000304519
GRIK1	ENST00000399907
ITPA	ENST00000380113
GAPVD1	ENST00000394105
LIPG	ENST00000261292
SKA3	ENST00000314759
SOX7	ENST00000304501
SLC1A1	ENST00000262352
RAB33B	ENST00000305626
GSTT1	ENST00000248935
RBBP8	ENST00000399722
SPPL2A	ENST00000261854
HDDC3	ENST00000330334
RAB22A	ENST00000244040
WHSC1L1	ENST00000317025
SNX22	ENST00000325881
GRIK1-AS2	ENST00000333765
CA13	ENST00000321764
CLDN17	ENST00000286808
MRP63	ENST00000309594
PINX1	ENST00000314787
CLDN8	ENST00000399899
KRTAP24-1	ENST00000340345
KIFC2	ENST00000301332
KRTAP25-1	ENST00000416044
RCCD1	ENST00000394258
KRTAP26-1	ENST00000360542
PPIB	ENST00000300026
KRTAP27-1	ENST00000382835
KRTAP23-1	ENST00000334160
KRTAP13-2	ENST00000399889
SETD7	ENST00000274031
KRTAP13-1	ENST00000355459
KRTAP13-3	ENST00000390690
XKR6	ENST00000416569
KRTAP13-4	ENST00000334068
KRTAP15-1	ENST00000334067
TMEM154	ENST00000304385
ZDHHC20	ENST00000382466
KRTAP19-1	ENST00000390689
KRTAP19-2	ENST00000334055
RPAP1	ENST00000304330
VAPB	ENST00000475243
KRTAP19-3	ENST00000334063
KRTAP19-4	ENST00000334058
MTG2	ENST00000370823
KRTAP19-5	ENST00000334151
KCND1	ENST00000218176
KRTAP19-6	ENST00000334046
KRTAP19-7	ENST00000334849
KRTAP22-2	ENST00000382830
TIGD4	ENST00000304337
KRTAP6-3	ENST00000391624
SPATA6L	ENST00000475086
KRTAP6-2	ENST00000334897
TBCK	ENST00000273980
KRTAP22-1	ENST00000334680
KRTAP6-1	ENST00000329122
CABIN1	ENST00000398319
KRTAP20-1	ENST00000334664
KRTAP20-4	ENST00000382828
SLC4A11	ENST00000380059
KRTAP20-2	ENST00000330798
KRTAP20-3	ENST00000382826
KRTAP21-3	ENST00000444335
ATP10A	ENST00000356865
MTMR9	ENST00000221086
KRTAP21-2	ENST00000333892
MICU2	ENST00000382374
KRTAP21-1	ENST00000335093
KRTAP8-1	ENST00000329621
ADAD1	ENST00000296513
KRTAP11-1	ENST00000332378
KRTAP19-8	ENST00000382822
PRC1	ENST00000394249
SEPT6	ENST00000343984
ARFIP1	ENST00000451320
POU4F2	ENST00000281321
PPAPDC2	ENST00000381883
ACAA2	ENST00000285093
APCDD1L	ENST00000371149
FREM3	ENST00000329798
FGF9	ENST00000382353
MGST2	ENST00000265498
PLCXD1	ENST00000381657
CDC37L1	ENST00000381854
SUSD2	ENST00000358321
LDB2	ENST00000304523
CSNK1G1	ENST00000303052
TIAM1	ENST00000286827
AP4E1	ENST00000261842
SGCG	ENST00000218867
HRH3	ENST00000340177
MAPKAP1	ENST00000265960
TTC29	ENST00000325106
GTPBP6	ENST00000326153
GRIA2	ENST00000296526
AK3	ENST00000381809
MAML3	ENST00000509479
FOXH1	ENST00000377317
GYPE	ENST00000358615
CYP2W1	ENST00000308919
PPP2R3B	ENST00000390665
GABRB3	ENST00000311550
TNFAIP8L3	ENST00000327536
GRIPAP1	ENST00000376441
MYO5B	ENST00000285039
GGT5	ENST00000398292
FHDC1	ENST00000511601
KIAA0101	ENST00000300035
SOD1	ENST00000270142
C7orf50	ENST00000397098
RCL1	ENST00000381750
VPS33B	ENST00000333371
PPP1R16A	ENST00000292539
SCOC	ENST00000608372
SHOX	ENST00000381578
OSBPL2	ENST00000313733
CCR8	ENST00000326306
SACS	ENST00000382298
WDR89	ENST00000394942
GPR146	ENST00000397095
GYPB	ENST00000502664
STX16	ENST00000371141
SGPP1	ENST00000247225
CRLF2	ENST00000381567
SLC25A38	ENST00000273158
TRIM2	ENST00000338700
C20orf194	ENST00000252032
SLC6A11	ENST00000254488
FAM198B	ENST00000393807
CABLES1	ENST00000256925
RPSA	ENST00000301821
SCAF4	ENST00000286835
SLC35G5	ENST00000382435
TNFRSF19	ENST00000382258
IL2	ENST00000226730
C8orf12	ENST00000284481
HDAC8	ENST00000373573
SPECC1L	ENST00000314328
PBX3	ENST00000373489
PCIF1	ENST00000372409
FAM167A	ENST00000284486
CYP19A1	ENST00000396402
CA1	ENST00000523953
GPER1	ENST00000397092
EDNRA	ENST00000324300
JAK2	ENST00000381652
EEPD1	ENST00000242108
MIPEP	ENST00000382172
SPECC1L-ADORA2A	ENST00000358654
MND1	ENST00000240488
TRIP4	ENST00000261884
IL21	ENST00000264497
ZFAND2A	ENST00000316495
BLK	ENST00000259089
ADORA2A	ENST00000337539
TYRO3	ENST00000263798
TMEM144	ENST00000296529
CLGN	ENST00000325617
HUNK	ENST00000270112
ZNF335	ENST00000322927
BBS12	ENST00000542236
C1QTNF9B	ENST00000382137
CHD3	ENST00000380358
CSF2RA	ENST00000417535
CAMKK1	ENST00000158166
SLC6A1	ENST00000287766
INSL6	ENST00000381641
ZNF609	ENST00000326648
MIS18A	ENST00000290130
UPB1	ENST00000326010
INSL4	ENST00000239316
FGF2	ENST00000264498
ADRM1	ENST00000253003
GATA4	ENST00000335135
MVB12B	ENST00000361171
GLDN	ENST00000335449
CCDC11	ENST00000398545
QDPR	ENST00000281243
RLN2	ENST00000381627
STX16-NPEPL1	ENST00000530122
MRAP	ENST00000399784
RLN1	ENST00000223862
UNCX	ENST00000316333
TMEM241	ENST00000383233
POTEH	ENST00000343518
MANSC4	ENST00000381273
PLGRKT	ENST00000223864
GPT	ENST00000394955
GUCD1	ENST00000407471
ZSCAN25	ENST00000394152
TMEM184C	ENST00000296582
NPEPL1	ENST00000356091
URB1	ENST00000382751
KIAA0922	ENST00000409959
SPATA13	ENST00000424834
CCL8	ENST00000394620
CD274	ENST00000381577
ATRN	ENST00000262919
KIAA0125	ENST00000429431
MICALL2	ENST00000297508
LMX1B	ENST00000355497
C8orf49	ENST00000525043
DNAJC5G	ENST00000296097
GMPS	ENST00000496455
NUDT6	ENST00000304430
OR11H1	ENST00000252835
PTGES3	ENST00000262033
LETM2	ENST00000523983
CCT8L2	ENST00000359963
KDM7A	ENST00000397560
SNRPD3	ENST00000215829
PDCD1LG2	ENST00000397747
XKR3	ENST00000331428
ANAPC13	ENST00000510994
IL3RA	ENST00000331035
NEIL2	ENST00000284503
SV2B	ENST00000394232
ESRRB	ENST00000380887
FRS2	ENST00000299293
C21orf119	ENST00000534991
ZBTB43	ENST00000373464
C1QTNF9	ENST00000382071
CLMN	ENST00000298912
PTCHD3	ENST00000438700
GLIPR1L1	ENST00000312442
NPFFR2	ENST00000308744
OR9A2	ENST00000350513
GAB4	ENST00000400588
SCFD1	ENST00000458591
TTC14	ENST00000296015
OR6V1	ENST00000418316
KLHL42	ENST00000381271
PIP	ENST00000291009
ELMOD2	ENST00000323570
SPATA32	ENST00000331780
ZBTB34	ENST00000373452
CCL13	ENST00000225844
EVA1C	ENST00000300255
PRMT10	ENST00000322396
SLC25A6	ENST00000381401
ASTE1	ENST00000264992
GABRA5	ENST00000335625
PARP4	ENST00000381989
CA3	ENST00000285381
HRH1	ENST00000397056
SLCO3A1	ENST00000318445
C3orf14	ENST00000494481
GYPA	ENST00000360771
SPATA5	ENST00000274008
TFE3	ENST00000315869
LAMA5	ENST00000252999
TAS2R39	ENST00000446620
LRRC61	ENST00000359623
CLRN2	ENST00000511148
ACOT13	ENST00000230048
DMXL2	ENST00000543779
ATP5G1	ENST00000393366
EFCAB3	ENST00000450662
GDF2	ENST00000249598
ARL14	ENST00000320767
KCNH3	ENST00000257981
OAZ2	ENST00000326005
CA2	ENST00000285379
GDF10	ENST00000224605
KDM1B	ENST00000297792
RAB18	ENST00000356940
MSRB3	ENST00000355192
PPM1L	ENST00000498165
BTAF1	ENST00000265990
PTHLH	ENST00000395872
KIAA1432	ENST00000414202
ZBED6CL	ENST00000343855
IL1F10	ENST00000393197
FOXL2	ENST00000330315
SFMBT2	ENST00000361972
LAP3	ENST00000226299
BRI3BP	ENST00000341446
DEFB133	ENST00000398721
RARRES2	ENST00000466675
ASMTL	ENST00000381317
IL17RA	ENST00000319363
TCP10L	ENST00000300258
SAMD14	ENST00000503131
PCDHGC5	ENST00000252087
SERPINE2	ENST00000447280
DEFB114	ENST00000322066
ANKRD22	ENST00000371930
CEP63	ENST00000337090
ZNF514	ENST00000295208
ADAMTS3	ENST00000286657
RXFP1	ENST00000307765
RBPMS2	ENST00000300069
LZTS2	ENST00000370220
SLC25A46	ENST00000355943
RALGPS1	ENST00000259351
MMP9	ENST00000372330
FEZF2	ENST00000283268
SLC47A2	ENST00000325411
SP5	ENST00000375281
UCP1	ENST00000262999
PPP1R9B	ENST00000316878
PPP1CB	ENST00000395366
C3orf72	ENST00000383165
ERICH2	ENST00000409885
MFSD3	ENST00000301327
SNRPC	ENST00000244520
GGT1	ENST00000400382
PRR23A	ENST00000383163
OAS1	ENST00000445409
FDFT1	ENST00000220584
ATG7	ENST00000354449
ALDH8A1	ENST00000265605
PIK3R6	ENST00000311434
ABCA5	ENST00000392676
DNPH1	ENST00000230431
ARMC3	ENST00000298032
BZW1	ENST00000452790
CD300LF	ENST00000326165
C21orf59	ENST00000290155
CCL1	ENST00000225842
GABRG3	ENST00000333743
CECR6	ENST00000331437
STAMBPL1	ENST00000371926
WASH4P	ENST00000326592
LY6G5B	ENST00000375864
PTK2	ENST00000340930
PIF1	ENST00000268043
TLR2	ENST00000260010
B3GALNT1	ENST00000392781
PNPLA1	ENST00000394571
LAMB4	ENST00000388781
C17orf102	ENST00000357754
MRPS22	ENST00000495075
GRM1	ENST00000361719
CDKL3	ENST00000265334
CYP3A5	ENST00000222982
ARHGAP10	ENST00000336498
CASP4	ENST00000444739
TMEM9B	ENST00000534025
JUND	ENST00000252818
RPL19	ENST00000225430
KCNK7	ENST00000340313
TMEM132E	ENST00000321639
C11orf31	ENST00000388857
HNRNPA1	ENST00000340913
IL22RA2	ENST00000296980
P2RY8	ENST00000381297
RNF175	ENST00000347063
ATP12A	ENST00000218548
PLD1	ENST00000351298
SCRN3	ENST00000272732
EN1	ENST00000295206
LSM4	ENST00000593829
CYP2A6	ENST00000301141
AATK	ENST00000326724
FBL	ENST00000221801
PHLDA2	ENST00000314222
SLC22A25	ENST00000306494
SH2B1	ENST00000322610
AACS	ENST00000316519
PCMT1	ENST00000367384
CCDC163P	ENST00000488405
PNISR	ENST00000369239
NOS1	ENST00000338101
TBC1D9	ENST00000442267
AKAP17A	ENST00000313871
POLR3K	ENST00000293860
KIR3DL2	ENST00000326321
ST8SIA2	ENST00000268164
CCDC24	ENST00000372318
GRAMD3	ENST00000513040
BTN2A2	ENST00000356709
ERMP1	ENST00000339450
TAS2R40	ENST00000408947
NBPF15	ENST00000442702
SNRNP25	ENST00000383018
KPNB1	ENST00000290158
C1orf50	ENST00000372525
CCDC61	ENST00000595358
C6orf62	ENST00000378119
MAP3K11	ENST00000309100
FAM24B	ENST00000368898
MUC5AC	ENST00000534821
PGPEP1	ENST00000269919
PPM1B	ENST00000282412
PPFIA4	ENST00000272198
FAM136A	ENST00000037869
CAP1	ENST00000372797
OCA2	ENST00000354638
REXO1L1P	ENST00000379010
KCNAB1	ENST00000490337
GAD1	ENST00000358196
REXO1L11P	ENST00000425429
REXO1L10P	ENST00000540724
CASP5	ENST00000393141
GSTK1	ENST00000479303
ATP6V0D2	ENST00000285393
ASMT	ENST00000381241
KIF6	ENST00000287152
GRID1	ENST00000327946
CECR5	ENST00000336737
GDF15	ENST00000252809
REPIN1	ENST00000489432
GFRA4	ENST00000319242
NRIP3	ENST00000309166
MMACHC	ENST00000401061
MBD1	ENST00000590208
DEFB113	ENST00000398718
SOWAHD	ENST00000343905
SLC12A5	ENST00000454036
FAM24A	ENST00000368894
RPL39	ENST00000361575
TIAL1	ENST00000369093
SFRP2	ENST00000274063
TIAM2	ENST00000461783
DEFB110	ENST00000371148
SCG3	ENST00000220478
HHIP	ENST00000296575
SPDYA	ENST00000334056
RHBDF1	ENST00000262316
ANGPTL2	ENST00000373425
C6orf222	ENST00000437635
DIAPH1	ENST00000398557
LRRC25	ENST00000339007
MOBP	ENST00000383754
PSKH2	ENST00000276616
SLC22A9	ENST00000279178
MAP4K4	ENST00000347699
PGLYRP1	ENST00000008938
UBE2Z	ENST00000360943
PRDX1	ENST00000262746
SLC37A3	ENST00000326232
DEFB112	ENST00000322246
RECQL4	ENST00000428558
HRAS	ENST00000451590
SLC30A5	ENST00000396591
FAM211B	ENST00000318753
IFNGR1	ENST00000367739
NAP1L4	ENST00000380542
FAM124B	ENST00000409685
CCDC120	ENST00000422185
TFAP2D	ENST00000008391
IGFL4	ENST00000377697
PCNXL3	ENST00000355703
CCT2	ENST00000299300
CCDC23	ENST00000372521
DHRSX	ENST00000334651
PCP2	ENST00000311069
IL1RN	ENST00000259206
ACD	ENST00000393919
IGFL3	ENST00000341415
ETAA1	ENST00000272342
ARHGAP27	ENST00000376922
CYP2A7	ENST00000301146
ADAM33	ENST00000356518
DCHS2	ENST00000357232
SYNE2	ENST00000358025
VASH1	ENST00000167106
MARCO	ENST00000327097
PTPN20B	ENST00000374233
SYNJ1	ENST00000433931
BTBD18	ENST00000422652
ERAP2	ENST00000437043
RAB32	ENST00000367495
ZBED1	ENST00000381223
COX18	ENST00000295890
OR11H12	ENST00000550708
RNF150	ENST00000515673
PIWIL3	ENST00000332271
NACA	ENST00000550952
RASGRP2	ENST00000354024
SLC6A9	ENST00000360584
ERMAP	ENST00000372517
POTEG	ENST00000409832
RPS21	ENST00000343986
STXBP2	ENST00000221283
SCUBE2	ENST00000520467
LYSMD2	ENST00000267838
SGCA	ENST00000262018
C1D	ENST00000355848
STAC2	ENST00000333461
KIAA0895	ENST00000297063
RIOK3	ENST00000339486
CNOT8	ENST00000517876
CD99	ENST00000381192
DEK	ENST00000397239
MCRS1	ENST00000357123
NBPF16	ENST00000417839
PRAF2	ENST00000376390
SUMO2	ENST00000420826
HSP90AB1	ENST00000371554
HRASLS5	ENST00000301790
MYOG	ENST00000241651
RNF17	ENST00000255324
TSPY6P	ENST00000440215
AKR1A1	ENST00000372070
TRIM54	ENST00000296098
TGFA	ENST00000295400
GARNL3	ENST00000373387
KIAA2026	ENST00000399933
NPS	ENST00000398023
HSD17B8	ENST00000374662
MPG	ENST00000219431
TTBK1	ENST00000259750
LRRC56	ENST00000270115
FOXI2	ENST00000388920
SLC7A13	ENST00000297524
ADORA1	ENST00000367236
ADGB	ENST00000397944
RNF41	ENST00000345093
CLRN3	ENST00000368671
TMOD2	ENST00000249700
SIPA1	ENST00000394224
TSPY10	ENST00000428845
CASP1	ENST00000533400
CCT6B	ENST00000314144
INTS1	ENST00000404767
CADPS	ENST00000383710
CYP2B6	ENST00000324071
HIST2H3PS2	ENST00000392948
BRAP	ENST00000419234
ZNF691	ENST00000397044
SGSM1	ENST00000400359
METTL2A	ENST00000311506
MYBPH	ENST00000255416
FAM72C	ENST00000369175
CCDC39	ENST00000442201
UPF3B	ENST00000276201
DCLRE1A	ENST00000361384
SSBP4	ENST00000270061
PPIAL4C	ENST00000369222
C15orf32	ENST00000333334
LY6G5C	ENST00000383237
PAFAH1B3	ENST00000538771
SPRY1	ENST00000394339
MLANA	ENST00000381477
FAM231D	ENST00000369173
NUP155	ENST00000231498
GLIPR1L2	ENST00000550916
FCGBP	ENST00000221347
FAM174B	ENST00000327355
LGALS12	ENST00000340246
FCGR1A	ENST00000369168
MYRIP	ENST00000302541
FGFR1	ENST00000425967
CABLES2	ENST00000279101
C10orf88	ENST00000481909
PLRG1	ENST00000499023
NPRL3	ENST00000399953
ANKRD50	ENST00000504087
UHRF1BP1	ENST00000192788
WAPAL	ENST00000298767
PLEKHO2	ENST00000323544
CHI3L1	ENST00000255409
WDR45	ENST00000356463
CECR1	ENST00000399839
IGF2BP2	ENST00000382199
PDZD7	ENST00000370215
RING1	ENST00000374656
ZNF775	ENST00000329630
SLC2A1	ENST00000426263
ZNF2	ENST00000340539
ANAPC10	ENST00000507656
PTPRE	ENST00000254667
LYRM9	ENST00000379103
NUP85	ENST00000245544
TMOD3	ENST00000308580
CCDC150	ENST00000389175
IGFL2	ENST00000434646
MUC5B	ENST00000529681
PRR19	ENST00000499536
LRP11	ENST00000239367
RANBP6	ENST00000259569
NR3C2	ENST00000358102
PRR23B	ENST00000329447
UCN	ENST00000296099
OLIG3	ENST00000367734
XG	ENST00000419513
FAT4	ENST00000394329
PRR23C	ENST00000413199
ZNF330	ENST00000262990
TMEM145	ENST00000301204
PDE7B	ENST00000308191
TBC1D7	ENST00000606214
IGFL1	ENST00000437936
DUSP14	ENST00000487847
IL33	ENST00000381434
TRMT61B	ENST00000306108
TNFAIP3	ENST00000237289
HERC2	ENST00000261609
RBBP8NL	ENST00000252998
CHD2	ENST00000394196
ANKDD1A	ENST00000380230
ASXL2	ENST00000435504
HIST2H2BF	ENST00000545683
NLK	ENST00000407008
CCNY	ENST00000374704
WDR92	ENST00000295121
ETV7	ENST00000340181
RHOB	ENST00000272233
RELA	ENST00000406246
COPB2	ENST00000333188
DDX21	ENST00000354185
CUL3	ENST00000264414
HIST2H3D	ENST00000331491
PARD6A	ENST00000219255
NAA10	ENST00000464845
PPT1	ENST00000433473
HIST2H4A	ENST00000610125
HS1BP3	ENST00000304031
WWP1	ENST00000517970
GNAS	ENST00000371100
LEO1	ENST00000299601
C11orf35	ENST00000329451
NHLRC2	ENST00000369301
ATP2A1	ENST00000357084
OAS3	ENST00000228928
TPD52L3	ENST00000344545
PAXBP1	ENST00000331923
HMCES	ENST00000383463
MPV17	ENST00000380044
TMEM211	ENST00000407886
HIF3A	ENST00000377670
GATA5	ENST00000252997
CHIT1	ENST00000367229
MGA	ENST00000219905
HIST2H3C	ENST00000369158
GPR155	ENST00000392552
NEK11	ENST00000383366
ABHD16A	ENST00000395952
HIST2H2AA3	ENST00000369161
KIAA1671	ENST00000358431
UHRF2	ENST00000276893
MEGF8	ENST00000334370
POTEM	ENST00000551509
USP48	ENST00000308271
GYG2	ENST00000381163
FBXL20	ENST00000264658
ISYNA1	ENST00000338128
HIST2H2AA4	ENST00000369159
CDY1B	ENST00000306882
FAM183A	ENST00000335282
HBZ	ENST00000252951
PITPNC1	ENST00000581322
PSMC4	ENST00000157812
TMEM139	ENST00000359333
ANLN	ENST00000265748
RAET1E	ENST00000357183
HMGA2	ENST00000403681
MAPK6	ENST00000261845
HIST2H3A	ENST00000403683
LRRC14	ENST00000292524
KLF17	ENST00000372299
SLC2A8	ENST00000373371
COL1A1	ENST00000225964
HBM	ENST00000356815
CENPJ	ENST00000381884
MERTK	ENST00000295408
HIST2H4B	ENST00000392932
CRYBB3	ENST00000215855
C1QL2	ENST00000272520
SNF8	ENST00000502492
WDR52	ENST00000393845
ABCE1	ENST00000296577
GIMAP8	ENST00000307271
C20orf166	ENST00000370527
PSTK	ENST00000368887
CYP2A13	ENST00000330436
CRYBB2	ENST00000398215
EBNA1BP2	ENST00000431635
LYZL6	ENST00000585556
BCL2L10	ENST00000260442
HIST2H2BE	ENST00000369155
HBA2	ENST00000251595
OR4N2	ENST00000315947
AGBL3	ENST00000436302
FAM110C	ENST00000327669
EPHB1	ENST00000398015
HBS1L	ENST00000367837
SIGLEC1	ENST00000344754
STEAP3	ENST00000393110
PDLIM4	ENST00000253754
OR4Q3	ENST00000331723
OR4M1	ENST00000315957
POLR3A	ENST00000372371
BTG2	ENST00000290551
NASP	ENST00000350030
OR4K2	ENST00000298642
GIMAP7	ENST00000313543
HIST2H2AC	ENST00000331380
OR4K5	ENST00000315915
DMAP1	ENST00000372289
LRP5L	ENST00000402859
RARRES3	ENST00000255688
OR4K1	ENST00000285600
HIST2H2AB	ENST00000331128
